"tITI","freq_bins_smooth","mean_spec","sem_upper","sem_lower"
"Rest Post S1",0.204705056179775,0.788666073200194,0.819851996023841,0.757480150376546
"Rest Post S1",0.205407303370786,0.78417584826448,0.813831877187308,0.754519819341652
"Rest Post S1",0.206109550561798,0.782150883042312,0.812605290990153,0.751696475094472
"Rest Post S1",0.206811797752809,0.777802656659439,0.80691065919008,0.748694654128798
"Rest Post S1",0.20751404494382,0.77757310558364,0.805052676817667,0.750093534349613
"Rest Post S1",0.208216292134831,0.779062013068697,0.806771808062407,0.751352218074986
"Rest Post S1",0.208918539325843,0.781705941513643,0.808965388318357,0.754446494708928
"Rest Post S1",0.209620786516854,0.78184199377959,0.811354531692291,0.75232945586689
"Rest Post S1",0.210323033707865,0.75897409703883,0.787931087686291,0.73001710639137
"Rest Post S1",0.211025280898876,0.752321535684729,0.780931575622116,0.723711495747341
"Rest Post S1",0.211727528089888,0.748195412833643,0.776886354646365,0.719504471020922
"Rest Post S1",0.212429775280899,0.753830341607937,0.783314662071887,0.724346021143986
"Rest Post S1",0.21313202247191,0.743842202287476,0.772423606632157,0.715260797942794
"Rest Post S1",0.213834269662921,0.73849725357878,0.766853196082315,0.710141311075245
"Rest Post S1",0.214536516853933,0.740019397308061,0.768681802634326,0.711356991981796
"Rest Post S1",0.215238764044944,0.745374553928393,0.774346470465343,0.716402637391443
"Rest Post S1",0.215941011235955,0.740351421620973,0.769143315495158,0.711559527746789
"Rest Post S1",0.216643258426966,0.74211880080061,0.770427544667196,0.713810056934023
"Rest Post S1",0.217345505617977,0.740674324312242,0.769232859551982,0.712115789072502
"Rest Post S1",0.218047752808989,0.74101133488074,0.768661655337166,0.713361014424315
"Rest Post S1",0.21875,0.731266884855138,0.758759366141497,0.703774403568779
"Rest Post S1",0.219452247191011,0.731343853558532,0.759391470731154,0.70329623638591
"Rest Post S1",0.220154494382022,0.730741813990567,0.75847554162073,0.703008086360405
"Rest Post S1",0.220856741573034,0.729583960427889,0.756318592817153,0.702849328038625
"Rest Post S1",0.221558988764045,0.72682343142492,0.753475538267622,0.700171324582218
"Rest Post S1",0.222261235955056,0.721923178602973,0.747252173901271,0.696594183304676
"Rest Post S1",0.222963483146067,0.718888540724529,0.745509726148827,0.692267355300231
"Rest Post S1",0.223665730337079,0.722148507912025,0.749093751233437,0.695203264590613
"Rest Post S1",0.22436797752809,0.718746346981185,0.745409783625411,0.692082910336958
"Rest Post S1",0.225070224719101,0.719967065052686,0.747647960755273,0.692286169350099
"Rest Post S1",0.225772471910112,0.712101763796018,0.739174837954815,0.685028689637222
"Rest Post S1",0.226474719101124,0.707278341404813,0.733928130376273,0.680628552433354
"Rest Post S1",0.227176966292135,0.704476924857964,0.730651381218792,0.678302468497136
"Rest Post S1",0.227879213483146,0.701963608029529,0.729011217618869,0.674915998440189
"Rest Post S1",0.228581460674157,0.700136407303029,0.728325551462028,0.671947263144031
"Rest Post S1",0.229283707865168,0.684867389772056,0.711021925997286,0.658712853546827
"Rest Post S1",0.22998595505618,0.683734555265261,0.708576159946394,0.658892950584128
"Rest Post S1",0.230688202247191,0.681957369623205,0.707078352799493,0.656836386446918
"Rest Post S1",0.231390449438202,0.67779690493347,0.700180744322703,0.655413065544238
"Rest Post S1",0.232092696629213,0.670986321412047,0.694257902091006,0.647714740733089
"Rest Post S1",0.232794943820225,0.672366616154474,0.695318830426385,0.649414401882562
"Rest Post S1",0.233497191011236,0.674750340372995,0.696873449966818,0.652627230779172
"Rest Post S1",0.234199438202247,0.679833931644013,0.701917935064868,0.657749928223158
"Rest Post S1",0.234901685393258,0.670024202285712,0.691638849070552,0.648409555500872
"Rest Post S1",0.23560393258427,0.675028346075423,0.697198075344998,0.652858616805847
"Rest Post S1",0.236306179775281,0.676655352186355,0.698974677332848,0.654336027039862
"Rest Post S1",0.237008426966292,0.674198701262979,0.697401951490727,0.65099545103523
"Rest Post S1",0.237710674157303,0.672329698404637,0.693865083820674,0.650794312988601
"Rest Post S1",0.238412921348315,0.671026002397965,0.691896647152541,0.650155357643389
